title,abstract,keywords,discipline,gold_keywords,id,text
基于圆形靶标的数码相机外部参数标定算法,"数码相机的外部参数标定是应用计算机视觉进行现场测量和图像处理的关键技术.提出一种基于圆形靶标的数码相机外部参数标定算法,首先提出一种用于估计靶标上圆的圆心在该相机像平面的像坐标的迭代学习算法,在此基础上,利用已知的数码相机内部参数和成像几何模型计算出数码相机的外部参数.实验结果表明算法具有较高的精度和良好的稳定性.",数码相机_外部参数标定_圆形靶标_成像几何模型,计算机科学与技术,数码相机_外部参数标定_圆形靶标_成像几何模型,1103,"基于圆形靶标的数码相机外部参数标定算法 数码相机的外部参数标定是应用计算机视觉进行现场测量和图像处理的关键技术.提出一种基于圆形靶标的数码相机外部参数标定算法,首先提出一种用于估计靶标上圆的圆心在该相机像平面的像坐标的迭代学习算法,在此基础上,利用已知的数码相机内部参数和成像几何模型计算出数码相机的外部参数.实验结果表明算法具有较高的精度和良好的稳定性."
基于GP算法的知识发现系统,给出一种基于GP（GeneticProgramming，遗传编程）算法的知识发现系统，系统自动根据查询集访问数据库，从而发掘出数据库中隐含的知识。对知识发掘过程进行详细描述，并提出了一种用遗传编程（GP）来进行数据挖掘的方法，GP个体由数据库查询组成，并给出了一个实验例子。,演化计算_遗传编程_知识发掘_面向对象数据库,计算机科学与技术,演化计算_遗传编程_知识发掘_面向对象数据库,1811,基于GP算法的知识发现系统 给出一种基于GP（GeneticProgramming，遗传编程）算法的知识发现系统，系统自动根据查询集访问数据库，从而发掘出数据库中隐含的知识。对知识发掘过程进行详细描述，并提出了一种用遗传编程（GP）来进行数据挖掘的方法，GP个体由数据库查询组成，并给出了一个实验例子。
快速CRC逆序校验方法,"循环冗余校验(CRC)是计算机网络中常用的冗余校验方法.针对现有的正序(FIFO)校验方法只能对编码寄存器为零初始状态时生成的校验值正确校验的问题,提出一种逆序(LIFO)校验方法.首先,使用状态矩阵对两类串行编码电路进行分析,理论上证明状态矩阵可逆,由逆矩阵变换得出串行逆序校验方法及其电路；通过电路分析,可将串行逆序方法扩展为快速并行逆序方法,无须预补零操作,简化了计算流程.通过实例计算,验证了并行逆序方法能够对任意初始状态生成的校验值正确校验；仿真结果表明该方法具有与并行正序校验方法近似的运算速度.",循环冗余校验_先进先出_初始状态_后进先出_运算速度,计算机科学与技术,循环冗余校验_先进先出_初始状态_后进先出_运算速度,168,"快速CRC逆序校验方法 循环冗余校验(CRC)是计算机网络中常用的冗余校验方法.针对现有的正序(FIFO)校验方法只能对编码寄存器为零初始状态时生成的校验值正确校验的问题,提出一种逆序(LIFO)校验方法.首先,使用状态矩阵对两类串行编码电路进行分析,理论上证明状态矩阵可逆,由逆矩阵变换得出串行逆序校验方法及其电路；通过电路分析,可将串行逆序方法扩展为快速并行逆序方法,无须预补零操作,简化了计算流程.通过实例计算,验证了并行逆序方法能够对任意初始状态生成的校验值正确校验；仿真结果表明该方法具有与并行正序校验方法近似的运算速度."
具有时效机制的增量式无线定位方法,"基于WLAN(Wireless Local Area Networks)的无线定位是移动互联网领域的重要研究内容之一.其中,指纹定位方法已成为主流,此类方法的特点之一在于需要离线训练数据与在线测试数据具有严格的一致性.但在实际环境中,无线信号数据波动较大,存在显著的时效性问题.这导致一定时间后,定位模型的预测精度不断下降.文中提出一种具有时效机制的增量式定位方法(Timeliness Managing Extreme Learning Machine,TMELM),一方面满足实际系统的应用需求,可随时加入新的训练数据进行在线增量式学习,另一方面融入时效机制,以最大化新增训练数据对定位模型的贡献,保持定位模型的精度.实验表明,在实际WLAN定位数据集上,文中方法相比于传统的几种增量式学习方法,具有明显的时效优势,能获得更好的定位精度.",时效机制_增量学习_无线定位_极速学习机_移动互联网,计算机科学与技术,时效机制_增量学习_无线定位_极速学习机_移动互联网,3089,"具有时效机制的增量式无线定位方法 基于WLAN(Wireless Local Area Networks)的无线定位是移动互联网领域的重要研究内容之一.其中,指纹定位方法已成为主流,此类方法的特点之一在于需要离线训练数据与在线测试数据具有严格的一致性.但在实际环境中,无线信号数据波动较大,存在显著的时效性问题.这导致一定时间后,定位模型的预测精度不断下降.文中提出一种具有时效机制的增量式定位方法(Timeliness Managing Extreme Learning Machine,TMELM),一方面满足实际系统的应用需求,可随时加入新的训练数据进行在线增量式学习,另一方面融入时效机制,以最大化新增训练数据对定位模型的贡献,保持定位模型的精度.实验表明,在实际WLAN定位数据集上,文中方法相比于传统的几种增量式学习方法,具有明显的时效优势,能获得更好的定位精度."
基于漏洞的蠕虫特征自动提取技术研究,"提出一种新的基于漏洞的蠕虫特征,其区别于传统的基于语法或语义分析的技术,对蠕虫攻击的漏洞特征进行分析,将该算法应用于检测系统中.通过实验证明,该检测系统能有效地检测出各种多态变形蠕虫.",计算机网络_蠕虫_漏洞_特征提取_检测系统,计算机科学与技术,计算机网络_蠕虫_漏洞_特征提取_检测系统,2087,"基于漏洞的蠕虫特征自动提取技术研究 提出一种新的基于漏洞的蠕虫特征,其区别于传统的基于语法或语义分析的技术,对蠕虫攻击的漏洞特征进行分析,将该算法应用于检测系统中.通过实验证明,该检测系统能有效地检测出各种多态变形蠕虫."
大数据环境下支持概率数据范围查询索引的研究,随着数据规模的不断增长，大数据管理具有重要意义．在众多数学模型中，因为概率模型可以将海量数据抽象成少量概率数据，所以它非常适合管理大数据．因此，研究大数据环境下的概率数据管理具有重要意义．作为一种经典查询，基于概率数据的范围查询已被深入研究．然而，当前研究成果不适合在大数据环境下使用．其根本原因是这些索引的更新代价较大．该文提出了索引 HGD-Tree 解决这一问题．首先，该文提出了一系列算法降低新增数据的处理代价．它可以保证树结构平衡的前提下快速地执行插入、删除、更新等操作．其次，该文提出了一种基于划分的方法构建概率对象的概要信息．它可以根据概率密度函数的特点自适应地执行划分．此外，由于作者提出的概要是基于比特向量，上述策略可以保证索引以较低空间代价管理概率数据．最后，该文提出了一种基于位运算的方法访问 HGD-Tree．它可以用少量的位运算执行过滤操作．大量的实验验证了算法的有效性．,大数据_概率数据_索引_概率概要信息_多分辨率网格,计算机科学与技术,大数据_概率数据_索引_概率概要信息_多分辨率网格,2418,大数据环境下支持概率数据范围查询索引的研究 随着数据规模的不断增长，大数据管理具有重要意义．在众多数学模型中，因为概率模型可以将海量数据抽象成少量概率数据，所以它非常适合管理大数据．因此，研究大数据环境下的概率数据管理具有重要意义．作为一种经典查询，基于概率数据的范围查询已被深入研究．然而，当前研究成果不适合在大数据环境下使用．其根本原因是这些索引的更新代价较大．该文提出了索引 HGD-Tree 解决这一问题．首先，该文提出了一系列算法降低新增数据的处理代价．它可以保证树结构平衡的前提下快速地执行插入、删除、更新等操作．其次，该文提出了一种基于划分的方法构建概率对象的概要信息．它可以根据概率密度函数的特点自适应地执行划分．此外，由于作者提出的概要是基于比特向量，上述策略可以保证索引以较低空间代价管理概率数据．最后，该文提出了一种基于位运算的方法访问 HGD-Tree．它可以用少量的位运算执行过滤操作．大量的实验验证了算法的有效性．
特定领域组件提取的研究,"要进行大规模的基于组件的开发应该将组件的生产和组件的组装过程分开,从组件生产者的角度出发,讨论了在特定领域内应该如何提取可以复用的组件,并且以教学评估领域为例进行了说明。",领域分析_组件_软件复用,计算机科学与技术,领域分析_组件_软件复用,4457,"特定领域组件提取的研究 要进行大规模的基于组件的开发应该将组件的生产和组件的组装过程分开,从组件生产者的角度出发,讨论了在特定领域内应该如何提取可以复用的组件,并且以教学评估领域为例进行了说明。"
基于FlightGear的A-SMGCS场面活动三维仿真,"针对A-SMGCS系统场面活动三维仿真问题,提出一种以开源模拟飞行器FlightGear为场景仿真平台,以实时ADS-B监视数据为驱动,以Linux为操作平台的机场场面活动三维仿真系统设计新方法.仿真系统按照实际机场模型进行机场布局设计,飞机、航站楼、塔台三维建模,地形数据生成,对真实机场环境进行了完整建模.由于ADS-B监视数据缺少飞机姿态信息,提出一种根据位置数据推算出姿态信息的新方法.首先把ADS-B监视数据进行航迹卡尔曼滤波,然后根据飞机前后两个位置的空间连线矢量计算飞行姿态.通过FlightGear多机网络数据接口导入飞机定位数据与姿态数据驱动飞机模型运动,实现了对飞机运动的六自由度仿真.仿真结果表明,该系统能逼真、准确再现真实机场飞机实时活动情况.由于完全基于开源软件设计,该系统低成本实现了对场面活动的实时三维仿真.",FlightGear_先进的场面活动控制与引导系统_场面活动_三维仿真_六自由度,计算机科学与技术,FlightGear_先进的场面活动控制与引导系统_场面活动_三维仿真_六自由度,1017,"基于FlightGear的A-SMGCS场面活动三维仿真 针对A-SMGCS系统场面活动三维仿真问题,提出一种以开源模拟飞行器FlightGear为场景仿真平台,以实时ADS-B监视数据为驱动,以Linux为操作平台的机场场面活动三维仿真系统设计新方法.仿真系统按照实际机场模型进行机场布局设计,飞机、航站楼、塔台三维建模,地形数据生成,对真实机场环境进行了完整建模.由于ADS-B监视数据缺少飞机姿态信息,提出一种根据位置数据推算出姿态信息的新方法.首先把ADS-B监视数据进行航迹卡尔曼滤波,然后根据飞机前后两个位置的空间连线矢量计算飞行姿态.通过FlightGear多机网络数据接口导入飞机定位数据与姿态数据驱动飞机模型运动,实现了对飞机运动的六自由度仿真.仿真结果表明,该系统能逼真、准确再现真实机场飞机实时活动情况.由于完全基于开源软件设计,该系统低成本实现了对场面活动的实时三维仿真."
计算Fiedler向量的一种高效准确方法,"图的Fielder向量在许多应用领域扮演着重要角色,包括矩阵重排、图的分割、蛋白质分析、数据挖掘、机器学习与网络搜索等.但一般认为,计算Fiedler向量是很耗时的,因为其牵涉到特征值问题.文中提出了计算Fiedler向量的一种新方法,该方法基于收缩技术与反幂法,将Fiedler向量的计算转化为缩减矩阵最小特征值对应特征向量的计算.其次,引入了一种预条件方案来进一步减少计算量,在该方案中,可以采用任何一种针对线性方程组求解的预条件技术.对从UF稀疏矩阵集下载下来的几个稀疏矩阵对应的图,对新方法进行了实验,并与已知的最新方法进行了比较.实验中,采用了对角预条件,且对算法利用MPI和OpenMP混合编程来实现并行计算.实验结果表明,新方法相对于已有方法,在计算效率与计算精度上都具有优势.对图二分的应用实验也表明,在大多数情况下,文中算法给出的结果更好.",Fiedler向量_特征值问题_并行计算_稀疏线性方程组_共轭斜量法_预条件,计算机科学与技术,Fiedler向量_特征值问题_并行计算_稀疏线性方程组_共轭斜量法_预条件,4769,"计算Fiedler向量的一种高效准确方法 图的Fielder向量在许多应用领域扮演着重要角色,包括矩阵重排、图的分割、蛋白质分析、数据挖掘、机器学习与网络搜索等.但一般认为,计算Fiedler向量是很耗时的,因为其牵涉到特征值问题.文中提出了计算Fiedler向量的一种新方法,该方法基于收缩技术与反幂法,将Fiedler向量的计算转化为缩减矩阵最小特征值对应特征向量的计算.其次,引入了一种预条件方案来进一步减少计算量,在该方案中,可以采用任何一种针对线性方程组求解的预条件技术.对从UF稀疏矩阵集下载下来的几个稀疏矩阵对应的图,对新方法进行了实验,并与已知的最新方法进行了比较.实验中,采用了对角预条件,且对算法利用MPI和OpenMP混合编程来实现并行计算.实验结果表明,新方法相对于已有方法,在计算效率与计算精度上都具有优势.对图二分的应用实验也表明,在大多数情况下,文中算法给出的结果更好."
面向水利应用的网格计算平台设计与实现,"针对现有水利应用系统在复杂业务应用中的困境,并结合水问题的特点,设计开发了水利应用网格平台系统.该系统提供了B/S和C/S相结合的用户服务模式,实现了基于角色的用户访问控制,以及基于工作流模式的作业管理服务,并利用心跳机制对节点进行实时监控.",水信息_网格_网格计算体系_五层沙漏模型_水利应用,计算机科学与技术,水信息_网格_网格计算体系_五层沙漏模型_水利应用,7654,"面向水利应用的网格计算平台设计与实现 针对现有水利应用系统在复杂业务应用中的困境,并结合水问题的特点,设计开发了水利应用网格平台系统.该系统提供了B/S和C/S相结合的用户服务模式,实现了基于角色的用户访问控制,以及基于工作流模式的作业管理服务,并利用心跳机制对节点进行实时监控."
基于动态评价选择策略的改进人工蜂群算法,"针对标准人工蜂群(ABC)算法易陷入局部极值的问题,对标准ABC算法的轮盘赌选择机制进行了修改,提出了一种基于动态评价选择策略的改进人工蜂群(DSABC)算法.首先,根据到当前为止一定迭代次数内蜜源位置的连续更新或停滞次数,对每个蜜源位置进行动态评价;然后,利用所得的评价函数值为蜜源招募跟随蜂.在6个经典测试函数上的实验结果表明:与标准ABC算法相比,动态评价选择策略改进了标准ABC算法的选择机制,使得DSABC算法的求解精度有较大幅度提高,特别是对于两种不同维数的Rosenbrock函数,所得最优值的绝对误差分别由0.0017和0.0013减小到0.000049和0.000057;而且,DSABC算法克服了进化后期因群体位置多样性丢失较快而产生的早熟收敛现象,提高了整个种群的收敛精度及解的稳定性,从而为函数优化问题提供了一种高效可靠的求解方法.",群体智能_人工蜂群算法_动态评价选择策略_收敛精度_函数优化,计算机科学与技术,群体智能_人工蜂群算法_动态评价选择策略_收敛精度_函数优化,1084,"基于动态评价选择策略的改进人工蜂群算法 针对标准人工蜂群(ABC)算法易陷入局部极值的问题,对标准ABC算法的轮盘赌选择机制进行了修改,提出了一种基于动态评价选择策略的改进人工蜂群(DSABC)算法.首先,根据到当前为止一定迭代次数内蜜源位置的连续更新或停滞次数,对每个蜜源位置进行动态评价;然后,利用所得的评价函数值为蜜源招募跟随蜂.在6个经典测试函数上的实验结果表明:与标准ABC算法相比,动态评价选择策略改进了标准ABC算法的选择机制,使得DSABC算法的求解精度有较大幅度提高,特别是对于两种不同维数的Rosenbrock函数,所得最优值的绝对误差分别由0.0017和0.0013减小到0.000049和0.000057;而且,DSABC算法克服了进化后期因群体位置多样性丢失较快而产生的早熟收敛现象,提高了整个种群的收敛精度及解的稳定性,从而为函数优化问题提供了一种高效可靠的求解方法."
基于FPGA改进电路的高性能正则表达式匹配算法,"针对正则表达式匹配过程中吞吐率低及逻辑资源占用数多的问题,提出一种完全基于现场可编程门阵列(FPGA)逻辑电路的改进确定有限自动机(DFA)匹配算法.首先,该算法统计了DFA中每个状态的大多数转移边都会集中指向相同状态特征的结果,随后根据正则表达式的转移矩阵为DFA的每个状态设置一条默认的转移边,最后进行逻辑电路简化处理,并采用L7-filter规则集进行实测.实验结果表明,改进后的DFA方案与非确定有限自动机(NFA)方案相比,有10％～60％的规则获得了更高的吞吐率,62％～87％的规则占用了更少的逻辑资源.",正则表达式_现场可编程门阵列_模式匹配_确定性有穷状态自动机,计算机科学与技术,正则表达式_现场可编程门阵列_模式匹配_确定性有穷状态自动机,7112,"基于FPGA改进电路的高性能正则表达式匹配算法 针对正则表达式匹配过程中吞吐率低及逻辑资源占用数多的问题,提出一种完全基于现场可编程门阵列(FPGA)逻辑电路的改进确定有限自动机(DFA)匹配算法.首先,该算法统计了DFA中每个状态的大多数转移边都会集中指向相同状态特征的结果,随后根据正则表达式的转移矩阵为DFA的每个状态设置一条默认的转移边,最后进行逻辑电路简化处理,并采用L7-filter规则集进行实测.实验结果表明,改进后的DFA方案与非确定有限自动机(NFA)方案相比,有10％～60％的规则获得了更高的吞吐率,62％～87％的规则占用了更少的逻辑资源."
利用CISCO路由器的NAT解决IP地址短缺问题,"在分析CISCO路由器的基础上,介绍了利用NAT解决IP地址短缺问题的方法,同时利用该方法平衡有关主机的通讯负荷和隐藏相应主机的IP地址.",NAT_NIC_地址池_ACCESS-LIST_虚拟主机,计算机科学与技术,NAT_NIC_地址池_ACCESS-LIST_虚拟主机,3857,"利用CISCO路由器的NAT解决IP地址短缺问题 在分析CISCO路由器的基础上,介绍了利用NAT解决IP地址短缺问题的方法,同时利用该方法平衡有关主机的通讯负荷和隐藏相应主机的IP地址."
认识逻辑(1):关于知识和信念的逻辑框架,"知识和信念是人工智能领域研究中经常涉及到的两个重要概念.本文讨论了知识和信念的涵义与关系,定义了认识逻辑系统EL,讨论了它的语法和语义,证明了认识逻辑EL不但是可靠的而且是完备的.认识逻辑EL不但可以用来描述人类的认识过程,还可以用于对常识推理以及分布式系统的形式化描述.",知识表示_模态逻辑_认识逻辑_知识_信念,计算机科学与技术,知识表示_模态逻辑_认识逻辑_知识_信念,3910,"认识逻辑(1):关于知识和信念的逻辑框架 知识和信念是人工智能领域研究中经常涉及到的两个重要概念.本文讨论了知识和信念的涵义与关系,定义了认识逻辑系统EL,讨论了它的语法和语义,证明了认识逻辑EL不但是可靠的而且是完备的.认识逻辑EL不但可以用来描述人类的认识过程,还可以用于对常识推理以及分布式系统的形式化描述."
一种基于概率图模型的不确定性数据世系表示方法,"不确定性数据的世系分析是基于数据产生和演变的过程来跟踪数据不确定性的来源.为了有效地描述数据间复杂的相关性及不确定性,并从理论上保证世系分析中概率计算的正确性,文中研究了基于贝叶斯网这一重要的概率图模型的不确定性数据世系表示方法.以世系的布尔公式和不确定性数据本身为出发点,提出了将布尔公式等价转换为贝叶斯网的方法,并讨论了相应的条件独立性质和概率语义.案例研究和实验结果表明,文中的方法为世系分析提供了一种有效性的、可扩展的数据相关性表示和概率计算框架.",不确定性数据_世系表示_概率计算_概率图模型_贝叶斯网,计算机科学与技术,不确定性数据_世系表示_概率计算_概率图模型_贝叶斯网,2465,"一种基于概率图模型的不确定性数据世系表示方法 不确定性数据的世系分析是基于数据产生和演变的过程来跟踪数据不确定性的来源.为了有效地描述数据间复杂的相关性及不确定性,并从理论上保证世系分析中概率计算的正确性,文中研究了基于贝叶斯网这一重要的概率图模型的不确定性数据世系表示方法.以世系的布尔公式和不确定性数据本身为出发点,提出了将布尔公式等价转换为贝叶斯网的方法,并讨论了相应的条件独立性质和概率语义.案例研究和实验结果表明,文中的方法为世系分析提供了一种有效性的、可扩展的数据相关性表示和概率计算框架."
一种新的变异测试数据自动生成方法,"变异测试是一种行之有效的软件测试方法,通过使用变异算子产生变异体系统地模拟软件中的各种缺陷,然后构造能够杀死这些变异体的测试数据集.自动生成能够杀死变异体的测试数据将提高变异测试的效率和有效性.当前的研究工作只考虑生成杀死单个变异体的测试数据.文中根据杀死同一位置的多个变异体的条件相近的特点,提出一种对杀死这些变异体的条件进行组合,然后生成同时杀死该位置多个变异体的测试数据的方法;给出相应的支持工具,并且通过实验验证方法的有效性.",变异测试_变异体_测试数据_充分性准则,计算机科学与技术,变异测试_变异体_测试数据_充分性准则,5074,"一种新的变异测试数据自动生成方法 变异测试是一种行之有效的软件测试方法,通过使用变异算子产生变异体系统地模拟软件中的各种缺陷,然后构造能够杀死这些变异体的测试数据集.自动生成能够杀死变异体的测试数据将提高变异测试的效率和有效性.当前的研究工作只考虑生成杀死单个变异体的测试数据.文中根据杀死同一位置的多个变异体的条件相近的特点,提出一种对杀死这些变异体的条件进行组合,然后生成同时杀死该位置多个变异体的测试数据的方法;给出相应的支持工具,并且通过实验验证方法的有效性."
基于量子逻辑的图灵机及其通用性,"基于量子逻辑的自动机理论是量子计算模型的一个重要研究方向.该文研究了基于量子逻辑的图灵机(简称量子图灵机)及其一些变形,给出了包括非确定型量子图灵机l-VTM,确定型量子图灵机l-VDTM以及相应类型的多带量子图灵机,并引入量子图灵机基于深度优先与宽度优先识别语言的两种不同定义方式,证明了这两种定义方式在量子逻辑意义下是不等价的.进一步证明了l-VTM、l-VDTM与相应类型的多带量子图灵机之间的等价性.其次,给出了量子递归可枚举语言及量子递归语言的定义,并给出了二者的层次刻画,证明了l-VTM与l-VDTM不等价,但两者作为量子递归语言的识别器是等价的.最后,文中讨论了基于量子逻辑的通用图灵机的存在性问题,给出了一套合理编码系统,证明了基于量子逻辑的通用图灵机在其所取值的正交模格无限时不存在,而在其所取值的正交模格有限时是存在的.",量子逻辑_量子计算_量子图灵机_量子递归可枚举语言_量子递归语言,计算机科学与技术,量子逻辑_量子计算_量子图灵机_量子递归可枚举语言_量子递归语言,2589,"基于量子逻辑的图灵机及其通用性 基于量子逻辑的自动机理论是量子计算模型的一个重要研究方向.该文研究了基于量子逻辑的图灵机(简称量子图灵机)及其一些变形,给出了包括非确定型量子图灵机l-VTM,确定型量子图灵机l-VDTM以及相应类型的多带量子图灵机,并引入量子图灵机基于深度优先与宽度优先识别语言的两种不同定义方式,证明了这两种定义方式在量子逻辑意义下是不等价的.进一步证明了l-VTM、l-VDTM与相应类型的多带量子图灵机之间的等价性.其次,给出了量子递归可枚举语言及量子递归语言的定义,并给出了二者的层次刻画,证明了l-VTM与l-VDTM不等价,但两者作为量子递归语言的识别器是等价的.最后,文中讨论了基于量子逻辑的通用图灵机的存在性问题,给出了一套合理编码系统,证明了基于量子逻辑的通用图灵机在其所取值的正交模格无限时不存在,而在其所取值的正交模格有限时是存在的."
机会传感网络连通性参数研究,由于物理条件的限制、成本考虑和节点失效等原因导致节点稀疏分布，在实现较大范围感知时，机会传感网络往往会形成多个不连通的区域，区域间节点的通信需要通过移动节点的运动来实现，这对其连通性的研究提出了挑战。研究机会传感网络连通性参数是构建连通性模型的基础。针对机会传感网络消息传输的特点，将整个网络划分为3个层次；定义子网消息投递成功率和子网消息平均投递时延为机会传感网络的连通性指标，并通过仿真实验验证了连通性指标的合理性和适应性；分析了连通性参数与连通性指标的关系，采用因子分析法对连通性参数间的相关性进行分析，提取出4个连通性参数；利用基于粒子群优化的小波神经网络对提取的连通性参数构建连通性模型，用于所提取连通性参数的验证，仿真实验和试验床实验均表明所提取的连通性参数是合理性的。,机会传感网络_连通性参数_连通性指标_小波神经网络_因子分析法_物联网,计算机科学与技术,机会传感网络_连通性参数_连通性指标_小波神经网络_因子分析法_物联网,1061,机会传感网络连通性参数研究 由于物理条件的限制、成本考虑和节点失效等原因导致节点稀疏分布，在实现较大范围感知时，机会传感网络往往会形成多个不连通的区域，区域间节点的通信需要通过移动节点的运动来实现，这对其连通性的研究提出了挑战。研究机会传感网络连通性参数是构建连通性模型的基础。针对机会传感网络消息传输的特点，将整个网络划分为3个层次；定义子网消息投递成功率和子网消息平均投递时延为机会传感网络的连通性指标，并通过仿真实验验证了连通性指标的合理性和适应性；分析了连通性参数与连通性指标的关系，采用因子分析法对连通性参数间的相关性进行分析，提取出4个连通性参数；利用基于粒子群优化的小波神经网络对提取的连通性参数构建连通性模型，用于所提取连通性参数的验证，仿真实验和试验床实验均表明所提取的连通性参数是合理性的。
基于CDO的Exchange Server服务器端规则的实现,"介绍了Exchange Server中邮件规则设置的必要性以及系统所提供的规则设置的不足之处,引出基于CDO的服务器端规则的实现,并给出了实现",CDO_RPC_规则_Exchange Server_Outlook,计算机科学与技术,CDO_RPC_规则_Exchange Server_Outlook,828,"基于CDO的Exchange Server服务器端规则的实现 介绍了Exchange Server中邮件规则设置的必要性以及系统所提供的规则设置的不足之处,引出基于CDO的服务器端规则的实现,并给出了实现"
有效取消的向前安全群签名体制,"向前安全和有效取消是群签名体制应具有的重要性质,它可以减轻由于密钥暴露带来的损害,支持群成员的取消.文中对具有向前安全和有效取消性质的群签名的设计加以分析,并设计出一种具有上述性质的群签名体制.",数字签名_群签名_向前安全_可取消性_取消展示,计算机科学与技术,数字签名_群签名_向前安全_可取消性_取消展示,4405,"有效取消的向前安全群签名体制 向前安全和有效取消是群签名体制应具有的重要性质,它可以减轻由于密钥暴露带来的损害,支持群成员的取消.文中对具有向前安全和有效取消性质的群签名的设计加以分析,并设计出一种具有上述性质的群签名体制."
基于包簇映射的云计算资源分配框架,"在云计算资源调度中存在着结构复杂、数据量庞大的可扩展问题,针对该问题提出了一种基于包簇映射的资源管理框架.该框架下包内允许资源共享,当指定资源共享使用模式后,资源调配更具灵活性.将改进的基于包的遗传算法运用到该框架中,采用染色体组方式和资源方式进行编码,根据染色体长度变化设计交叉算子和变异算子,将簇的个数与包的资源相互整合,并且通过抽象模型来降解问题规模.实验结果表明,在基于包簇映射框架下的遗传算法与传统的以虚拟机为中心框架下的遗传算法和基于包簇框架的首次适应算法相比,在CPU利用率方面分别平均提高9％和5％,在内存利用率方面分别平均提高14％和7％.实验结果表明,所提出的包簇框架下的遗传算法能有效减少簇节点的使用数量,提高资源利用率.",云计算_资源调度_包簇_遗传算法_包放置,计算机科学与技术,云计算_资源调度_包簇_遗传算法_包放置,1912,"基于包簇映射的云计算资源分配框架 在云计算资源调度中存在着结构复杂、数据量庞大的可扩展问题,针对该问题提出了一种基于包簇映射的资源管理框架.该框架下包内允许资源共享,当指定资源共享使用模式后,资源调配更具灵活性.将改进的基于包的遗传算法运用到该框架中,采用染色体组方式和资源方式进行编码,根据染色体长度变化设计交叉算子和变异算子,将簇的个数与包的资源相互整合,并且通过抽象模型来降解问题规模.实验结果表明,在基于包簇映射框架下的遗传算法与传统的以虚拟机为中心框架下的遗传算法和基于包簇框架的首次适应算法相比,在CPU利用率方面分别平均提高9％和5％,在内存利用率方面分别平均提高14％和7％.实验结果表明,所提出的包簇框架下的遗传算法能有效减少簇节点的使用数量,提高资源利用率."
基于道路网络的时空索引方法IMon-tree,"针对Mon-tree索引的不足提出一种基于道路网络的时空索引方法IMon-tree.索引分三层,项部用四叉树网格来索引道路网络,底部二维R树用来索引物体的运动信息,中部单链表将上述两层连接起来,完成从道路到运动信息的映射.为了支持轨迹查询,用哈希表将物体的运动信息组织起来.对比实验表明IMon-tree轨迹查询比TMN-tree性能更好,时空查询算法平均响应时间是Mon-tree的65％,是TMN-tree的81％.该方法可应用于各种空间数据库以及地理信息系统.",时空索引_Mon-tree索引_TMN-tree_时空查询_轨迹查询,计算机科学与技术,时空索引_Mon-tree索引_TMN-tree_时空查询_轨迹查询,1922,"基于道路网络的时空索引方法IMon-tree 针对Mon-tree索引的不足提出一种基于道路网络的时空索引方法IMon-tree.索引分三层,项部用四叉树网格来索引道路网络,底部二维R树用来索引物体的运动信息,中部单链表将上述两层连接起来,完成从道路到运动信息的映射.为了支持轨迹查询,用哈希表将物体的运动信息组织起来.对比实验表明IMon-tree轨迹查询比TMN-tree性能更好,时空查询算法平均响应时间是Mon-tree的65％,是TMN-tree的81％.该方法可应用于各种空间数据库以及地理信息系统."
K-means算法最佳聚类数确定方法,"K-means聚类算法是以确定的类数k为前提对数据集进行聚类的,通常聚类数事先无法确定.从样本几何结构的角度设计了一种新的聚类有效性指标,在此基础上提出了一种新的确定K-means算法最佳聚类数的方法.理论研究和实验结果验证了以上算法方案的有效性和良好性能.",K-means 聚类_聚类数_聚类有效性指标_聚类分析,计算机科学与技术,K-means 聚类_聚类数_聚类有效性指标_聚类分析,3305,"K-means算法最佳聚类数确定方法 K-means聚类算法是以确定的类数k为前提对数据集进行聚类的,通常聚类数事先无法确定.从样本几何结构的角度设计了一种新的聚类有效性指标,在此基础上提出了一种新的确定K-means算法最佳聚类数的方法.理论研究和实验结果验证了以上算法方案的有效性和良好性能."
分布式计算环境下的动态可信度评估模型,"随着计算机网络的发展,分布式计算技术得到了广泛的应用,这使得网络节点间的信任问题变得日益突出.参考社会学的人际关系信任模型,基于Dempster-Shafer证据理论和Shapley熵,文中设计出了分布式计算环境下的动态可信度评估模型,这一可信度评估模型清晰地反映了可信度的动态性、连续性和不确定性等特性.该模型通过历史交互信息获得直接可信度,并根据每个节点的信用记录和其直接可信度函数的信息量对其直接可信度进行修正,然后综合考虑修正后的各个节点的直接可信度信息,利用Dempster规则合成计算出综合可信度.最后利用仿真实验分析了新模型对可信度的评估效果,并对未来的工作做了展望.",分布式计算环境_信任测度_Dempster-Shafer证据理论_Shapley熵_动态可信度评估模型,计算机科学与技术,分布式计算环境_信任测度_Dempster-Shafer证据理论_Shapley熵_动态可信度评估模型,4856,"分布式计算环境下的动态可信度评估模型 随着计算机网络的发展,分布式计算技术得到了广泛的应用,这使得网络节点间的信任问题变得日益突出.参考社会学的人际关系信任模型,基于Dempster-Shafer证据理论和Shapley熵,文中设计出了分布式计算环境下的动态可信度评估模型,这一可信度评估模型清晰地反映了可信度的动态性、连续性和不确定性等特性.该模型通过历史交互信息获得直接可信度,并根据每个节点的信用记录和其直接可信度函数的信息量对其直接可信度进行修正,然后综合考虑修正后的各个节点的直接可信度信息,利用Dempster规则合成计算出综合可信度.最后利用仿真实验分析了新模型对可信度的评估效果,并对未来的工作做了展望."
